117.184.186.114 - - [10/Dec/2018:00:14:16 +0800] "GET /gdjk/train/anno.do?title=%E5%8D%95%E4%BD%8D%E5%8F%8A%E4%BA%BA%E5%91%98%E7%AE%A1%E7%90%86&_=1544341951653 HTTP/1.1" 200 1299
117.184.186.114 - - [10/Dec/2018:00:14:22 +0800] "GET /gdjk/train/anno.do?title=%E7%A0%94%E5%8F%91%E8%AE%A1%E5%88%92%E5%8F%8A%E8%BF%9B%E5%BA%A6%E7%AE%A1%E7%90%86&_=1544341951654 HTTP/1.1" 200 1305
117.184.186.114 - - [10/Dec/2018:00:14:23 +0800] "GET /gdjk/train/anno.do?title=%E7%94%9F%E4%BA%A7%E8%AE%A1%E5%88%92%E5%8F%8A%E8%BF%9B%E5%BA%A6%E7%AE%A1%E7%90%86&_=1544341951655 HTTP/1.1" 200 1305
117.184.186.114 - - [10/Dec/2018:00:14:24 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E9%94%80%E5%94%AE%E7%AE%A1%E7%90%86&_=1544341951656 HTTP/1.1" 200 1296
117.184.186.114 - - [10/Dec/2018:00:14:25 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%A7%9F%E8%B5%81%E7%AE%A1%E7%90%86&_=1544341951657 HTTP/1.1" 200 1296
117.184.186.114 - - [10/Dec/2018:00:14:26 +0800] "GET /gdjk/train/anno.do?title=%E9%85%8D%E4%BB%B6%E5%BA%93%E5%AD%98%E7%AE%A1%E7%90%86&_=1544341951658 HTTP/1.1" 200 1296
117.184.186.114 - - [10/Dec/2018:00:14:27 +0800] "GET /gdjk/train/anno.do?title=%E8%B5%84%E9%87%91%E5%8F%8A%E8%B4%A6%E7%9B%AE%E7%AE%A1%E7%90%86&_=1544341951659 HTTP/1.1" 200 1299
117.184.186.114 - - [10/Dec/2018:00:14:28 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1544341951660 HTTP/1.1" 200 1290
117.184.186.114 - - [10/Dec/2018:00:14:31 +0800] "GET /gdjk/train/anno.do?title=%E5%9F%BA%E7%A1%80%E6%95%B0%E6%8D%AE%E7%AE%A1%E7%90%86&_=1544341951661 HTTP/1.1" 200 1296
117.184.186.114 - - [10/Dec/2018:00:14:32 +0800] "GET /gdjk/train/anno.do?title=%E5%B7%A5%E7%A8%8B%E7%AE%A1%E7%90%86&_=1544341951662 HTTP/1.1" 200 1290
117.184.186.114 - - [10/Dec/2018:00:14:34 +0800] "GET /gdjk/train/anno.do?title=%E7%B3%BB%E7%BB%9F%E7%AE%A1%E7%90%86&_=1544341951663 HTTP/1.1" 200 1290
117.184.186.114 - - [10/Dec/2018:00:14:37 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1544341951664 HTTP/1.1" 200 1568
117.184.186.114 - - [10/Dec/2018:00:14:41 +0800] "GET /gdjk/train/anno.do?title=%E9%85%8D%E4%BB%B6%E5%BA%93%E5%AD%98%E7%AE%A1%E7%90%86&_=1544341951665 HTTP/1.1" 200 1296
117.184.186.114 - - [10/Dec/2018:00:14:42 +0800] "GET /gdjk/train/pjxx.do?_=1544341951666 HTTP/1.1" 200 7885
117.184.186.114 - - [10/Dec/2018:00:14:43 +0800] "POST /gdjk/lj/queryLjList.do HTTP/1.1" 200 789
117.184.186.114 - - [10/Dec/2018:00:14:43 +0800] "POST /gdjk/lj/queryLjList.do HTTP/1.1" 200 789
222.179.89.46 - - [10/Dec/2018:00:23:25 +0800] "GET / HTTP/1.1" 200 11418
222.179.89.46 - - [10/Dec/2018:00:23:26 +0800] "GET / HTTP/1.1" 200 11418
117.184.186.114 - - [10/Dec/2018:00:28:54 +0800] "GET /gdjk/train/anno.do?title=%E5%B7%A5%E7%A8%8B%E7%AE%A1%E7%90%86&_=1544341951667 HTTP/1.1" 200 1290
117.184.186.114 - - [10/Dec/2018:00:28:55 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1544341951668 HTTP/1.1" 200 1290
117.184.186.114 - - [10/Dec/2018:00:28:57 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%A7%9F%E8%B5%81%E7%AE%A1%E7%90%86&_=1544341951669 HTTP/1.1" 200 1296
117.184.186.114 - - [10/Dec/2018:00:29:02 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1544341951670 HTTP/1.1" 200 1568
117.184.186.114 - - [10/Dec/2018:00:29:04 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1544341951671 HTTP/1.1" 200 1568
117.184.186.114 - - [10/Dec/2018:00:29:04 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1544341951672 HTTP/1.1" 200 1568
117.184.186.114 - - [10/Dec/2018:00:29:04 +0800] "GET /gdjk/train/sbzyxx.do?_=1544341951673 HTTP/1.1" 200 8392
117.184.186.114 - - [10/Dec/2018:00:29:04 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41554
117.184.186.114 - - [10/Dec/2018:00:29:04 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41554
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "POST /gdjk/sys/userList.do HTTP/1.1" 999 4005
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "GET /gdjk/outlogin.do HTTP/1.1" 999 4005
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 304 -
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 304 -
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1690
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 304 -
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 304 -
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 304 -
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 304 -
117.184.186.114 - - [10/Dec/2018:00:29:18 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 304 -
